affiliation,type,affiliation_QID,city,state_province,country,coordinate-location,lat,long,street-address
The Wallace Collection,Institution,Q1327919,London,,United Kingdom,"51.5175,-0.15305555555556",51.5175,-0.15305555555556,
The Warburg Institute,Institution,Q683095,London,,United Kingdom,"51.523333, -0.13",51.523333, -0.13,
"Todd Longstaffe-Gowan Limited, Landscape Design",Institution,Q127329199,London,,United Kingdom,"51.523890,-0.111370",51.523890,-0.111370,"17 Rosebery Avenue, London EC1R 4SP, United Kingdom"
Tōkyō Daigaku,Institution,Q7842,Tokyo,,Japan,"35.71339,139.76232",35.71339,139.76232,
Tokyo National Research Institute of Cultural Properties,Institution,Q3297795,Tokyo,,Japan,"35.7207, 139.776",35.7207, 139.776,
Toledo Museum of Art,Institution,Q1743116,Toledo,OH,USA,"41.65806,-83.55944",41.65806,-83.55944,
Tongji University,Institution,Q16947,Shanghai,Shanghai,China,"31.2827,121.50663194444445",31.2827,121.50663194444445,
Tonhalle,Institution,Q3531558,Zurich,,Germany,"47.365986,8.537664",47.365986,8.537664,
"Toronto, Canada",City of Residence,Q172,Toronto,ON,Canada,"43.670277777778,-79.386666666667",43.670277777778,-79.386666666667,
Tougaloo College Museum of Art,Institution,Q6603941,Tougaloo,MS,USA,"32.4029,-90.1607",32.4029,-90.1607,
Trinity College,Institution,Q1927705,Hartford,CT,USA,"41.7474, -72.69001",41.7474, -72.69001,
Trinity College Dublin,Institution,Q258464,Dublin,,Ireland,"53.3444,-6.2577",53.3444,-6.2577,
Trinity University,Institution,Q1311379,San Antonio,TX,USA,"29.463794,-98.482042",29.463794,-98.482042,
Tufts University,Institution,Q49120,Medford,MA,USA,"42.406949, -71.11982",42.406949, -71.11982,
Tulane University,Institution,Q1193547,New Orleans,LA,USA,"29.935344,-90.122687",29.935344,-90.122687,
Turun yliopisto,Institution,Q501841,Turku,,Finland,"60.454166666667,22.284722222222",60.454166666667,22.284722222222,
Tuscon Museum of Art,Institution,Q18325616,Tucson,AZ,USA,"32.2234,-110.9754",32.2234,-110.9754,
Union College,Institution,Q1567748,Schenectady,NY,USA,"42.817222222222,-73.93",42.817222222222,-73.93,
"Union des Arts Décoratifs, Palais du Louvre",Institution,Q1547286,Paris,,France,"48.863056, 2.333333",48.863056, 2.333333,
Unitec Institute of Technology,Institution,Q2495129,Auckland,,New Zealand,"-36.877778, 174.707778",-36.877778, 174.707778,
United States Senate,Institution,Q66096,Washington,DC,USA,"38.8906, -77.0089",38.8906, -77.0089,
Univdersidad de Granada,Institution,Q1232180,Granada,,Spain,"37.184889,-3.600944",37.184889,-3.600944,
Universidad Adolfo Ibáñez,Institution,Q611995,Santiago,,Chile,"-33.486,-70.518",-33.486,-70.518,
Universidad Alberto Hurtado,Institution,Q4712073,Santiago,,Chile,"-33.444817,-70.662044",-33.444817,-70.662044,
Universidad Autónoma de Madrid,Institution,Q788091,Madrid,,Spain,"40.5453, -3.69611",40.5453, -3.69611,
Universidad Complutense de Madrid,Institution,Q219694,Madrid,,Spain,"40.449038888888886,-3.7270305555555554",40.449038888888886,-3.7270305555555554,
"Universidad de Buenos Aires, Instituto de Teoría e Historia del Arte ""Julio E. Payró""",Institution,Q194223,Buenos Aires,,Argentina,"-34.605160,-58.370760",-34.605160,-58.370760,"25 de Mayo 221, C1002ABE, Ciudad Autónoma de Buenos Aires, Argentina"
Universidad de La Habana,Institution,Q837320,Havana,,Cuba,"23.13,-82.38",23.13,-82.38,
"Universidad de Los Andes, Bogotá",Institution,Q1569421,Bogotá,,Colombia,"4.6012,-74.0657",4.6012,-74.0657,
Universidad de Murcia,Institution,Q1236345,Murcia,,Spain,"38.018306,-1.17",38.018306,-1.17,
Universidad de Navarra,Institution,Q926068,Pamplona,,Spain,"42.8014,-1.65972",42.8014,-1.65972,
Universidad de Santiago de Chile,Institution,Q1259453,Santiago,,Chile,"-33.448942,-70.682766",-33.448942,-70.682766,
Universidad de Sevilla,Institution,Q1229996,Seville,,Spain,"37.3807579,-5.9912307",37.3807579,-5.9912307,
Universidad Finis Terrae,Institution,Q1812621,Santiago,,Chile,"-33.436959,-70.60851",-33.436959,-70.60851,
Universidad nacional autónoma de México,Institution,Q222738,Mexico City,,Mexico,"19.328888888889,-99.187222222222",19.328888888889,-99.187222222222,
Universidad Nacional de General San Martín,Institution,Q5733950,Buenos Aires,,Argentina,"-34.57972222,-58.52666667",-34.57972222,-58.52666667,
Universidad Nacional de General San Martín,Institution,Q24236924,Buenos Aires,Distrito Federal,Argentina,"-6.4848428,-76.3777414",-6.4848428,-76.3777414,
Universidad nacional de la Plata,Institution,Q784171,La Plata,,Argentina,"-34.912969,-57.951356",-34.912969,-57.951356,
Universidad Nacional de Tres de Febrero,Institution,Q6979278,Buenos Aires,Buenos Aires,Argentina,"-34.60166667,-58.52777778",-34.60166667,-58.52777778,
Universidad Nacional de Trujillo,Institution,Q1634051,Trujillo,,Peru,"-8.114656, -79.038595",-8.114656, -79.038595,
Universidad nacional mayor de San Marcos,Institution,Q270145,Lima,,Peru,"-12.058333333333,-77.083333333333",-12.058333333333,-77.083333333333,
Universidad Nacional Pedro Henríquez Ureña,Institution,Q7894297,"Ureñia, Santo Domingo",,Dominican Republic,"18.48579,-69.94853",18.48579,-69.94853,
Universidad Politécnica de Madrid,Institution,Q25864,Madrid,,Spain,"40.449167, -3.728056",40.449167, -3.728056,
Universidad San Francisco de Quito,Institution,Q2495713,Quito,,Ecuador,"-0.19691,-78.43582",-0.19691,-78.43582,
Universidad Veracruzana,Institution,Q1808814,Veracruz,,Mexico,"19.527270,-96.923500",19.527270,-96.923500,"Xalapa 310, Jalapa Enríquez Centro, 91030 Jalapa Enríquez, Ver., Mexico"
Universidade de São Paulo,Institution,Q835960,São Paulo,,Brazil,"-23.561399,-46.730789",-23.561399,-46.730789,
Universidade de Vigo,Institution,Q666916,Vigo,,Spain,"42.169763,-8.684578",42.169763,-8.684578,
Universidade do Estado do Rio de Janeiro,Institution,Q2840233,Rio de Janeiro,,Brazil,"-22.91111111,-43.23611111",-22.91111111,-43.23611111,
Universidade Estadual de Campinas,Institution,Q2060678,Campinas,São Paulo,Brazil,"-22.817222222222,-47.069444444444",-22.817222222222,-47.069444444444,
Universidade Estadual do Rio Grande do Sul,Institution,Q10387820,Porto Alegre,,Brazil,"-30.036448390529067,-51.23315775398542",-30.036448390529067,-51.23315775398542,
Universidade Federal da Bahia,Institution,Q56695176,Salvador,,Brazil,"-12.979156,-38.506182",-12.979156,-38.506182,
Universidade Federal de São Paulo,Institution,Q4384447,São Paulo,,Brazil,"-23.5916524,-46.6490622",-23.5916524,-46.6490622,
Università Ca'Foscari di Venezia,Institution,Q1546906,Venice,,Italy,"45.434464,12.3266",45.434464,12.3266,
Università degli Studi de L'Aquila,Institution,Q1494671,L'Aquila,,Italy,"42.351394444444,13.39725",42.351394444444,13.39725,
Università degli Studi dell'Insubria,Institution,Q1309998,Varese,,Italy,"45.8146,8.8255",45.8146,8.8255,
Università degli Studi di Cassino,Institution,Q504263,Cassino,,Italy,"41.47178611111111,13.8281725",41.47178611111111,13.8281725,
"Università degli studi di Enna ""Kore""",Institution,Q1481995,Montepulciano,,Italy,"37.5537377,14.2921796",37.5537377,14.2921796,
Università degli studi di Ferrara,Institution,Q955609,Ferrara,,Italy,"44.842167,11.616306",44.842167,11.616306,
Università degli Studi di Genova,Institution,Q593321,Genoa,,Italy,"44.4148535,8.9266209",44.4148535,8.9266209,
Università degli studi di Milano,Institution,Q46210,Milan,,Italy,"45.460063,9.19466",45.460063,9.19466,
Università degli Studi di Padova,Institution,Q193510,Padua,,Italy,"45.42,11.87",45.42,11.87,
Università degli studi di Palermo,Institution,Q1641504,Palermo,,Italy,"38.11768,13.370131",38.11768,13.370131,
Università degli Studi di Perugia,Institution,Q748085,Perugia,,Italy,"43.1158, 12.3858",43.1158, 12.3858,
"Università degli Studi di Roma ""La Sapienza""",Institution,Q209344,Rome,,Italy,"41.903333333333,12.515833333333",41.903333333333,12.515833333333,
Università degli studi di Salerno,Institution,Q1633215,Salerno,,Italy,"40.771111,14.790556",40.771111,14.790556,
Università degli Studi di Trento,Institution,Q930528,Trento,,Italy,"46.069426, 11.121117",46.069426, 11.121117,
Università degli Studi di Udine,Institution,Q2307935,Udine,,Italy,"46.080833333333,13.211666666667",46.080833333333,13.211666666667,
Università degli Studi Roma Tre,Institution,Q2297486,Rome,,Italy,"41.8625,12.478889",41.8625,12.478889,
Università del Salento,Institution,Q1230902,Salento,,Italy,"40.352777777777774,18.16638888888889",40.352777777777774,18.16638888888889,
Università di Bologna,Institution,Q131262,Bologna,,Italy,"44.493888888889,11.342777777778",44.493888888889,11.342777777778,
Università di Firenze,Institution,Q820887,Florence,,Italy,"43.77777,11.25951",43.77777,11.25951,
Universitá di Napoli,Institution,Q691851,Naples,,Italy,"40.8472,14.2569",40.8472,14.2569,
Università di Pavia,Institution,Q219317,Pavia,,Italy,"45.18675,9.15586",45.18675,9.15586,
Università di Pisa,Institution,Q645663,Pisa,,Italy,"43.716508333333,10.398458333333",43.716508333333,10.398458333333,
Università di Roma II Tor Vergata,Institution,Q1031803,Rome,,Italy,"41.851667,12.629722",41.851667,12.629722,
Università di Siena,Institution,Q1245999,Siena,,Italy,"43.319167,11.3325",43.319167,11.3325,
Università di Teramo,Institution,Q2303527,Teramo,,Italy,"42.66963,13.70068",42.66963,13.70068,
Università di Torino,Institution,Q499911,Turin,,Italy,"45.069444,7.688889",45.069444,7.688889,
"Università di Venezia, Fondazione Giorgio Cini",Institution,Q1435690,Venice,,Italy,"45.42872,12.34297",45.42872,12.34297,
Universität Augsburg,Institution,Q616905,Augsburg,,Germany,"48.33388889,10.89833333",48.33388889,10.89833333,
Universitat Autònoma de Barcelona,Institution,Q43452,Barcelona,,Spain,"41.500278, 2.107778",41.500278, 2.107778,
Universität Bamberg,Institution,Q707272,Bamberg,,Germany,"49.893888888889,10.886666666667",49.893888888889,10.886666666667,
Universität Basel,Institution,Q372608,Zurich,,Switzerland,"47.55852,7.58346",47.55852,7.58346,
Universität Bern,Institution,Q659080,Bern,,Switzerland,"46.95,7.437",46.95,7.437,
Universität Bielefeld,Institution,Q24382,Bielefeld,,Germany,"52.03764,8.49019",52.03764,8.49019,
Universitat de Barcelona,Institution,Q219615,Barcelona,,Spain,"41.386666666667,2.1638888888889",41.386666666667,2.1638888888889,
Universitat de les Illes Balears,Institution,Q1811146,Palma,,Spain,"39.638056,2.648056",39.638056,2.648056,
Universität Essen,Institution,Q42560197,Essen,,Germany,"51.46488976192612,7.005648284471187",51.46488976192612,7.005648284471187,
Universität Hamburg,Institution,Q156725,Hamburg,,Germany,"53.56565129687832,9.984776342438971",53.56565129687832,9.984776342438971,
Universität Hannover,Institution,Q678982,Hannover,,Germany,"52.382222222222225,9.717777777777778",52.382222222222225,9.717777777777778,
Universität Heidelberg,Institution,Q151510,Heidelberg,,Germany,"49.419099, 8.670251",49.419099, 8.670251,
Universität Innsbruck,Institution,Q875788,Innsbruck,,Austria,"47.263055555556,11.383888888889",47.263055555556,11.383888888889,
Universitat Jaume I,Institution,Q29718,Castelló de la Plana,,Spain,"39.994444,-0.068889",39.994444,-0.068889,
Universität Kassel,Institution,Q833822,Kassel,,Germany,"51.322775, 9.507561",51.322775, 9.507561,
Universität Kiel,Institution,Q156737,Kiel,,Germany,"54.338889,10.1225",54.338889,10.1225,
Universität Konstanz,Institution,Q835440,Konsztanz,,Germany,"47.690215,9.1881",47.690215,9.1881,
Universität Leipzig,Institution,Q154804,Leipzig,,Germany,"51.3387,12.378727777777778",51.3387,12.378727777777778,
Universität Mannheim,Institution,Q317070,Mannheim,,Germany,"49.483,8.461811",49.483,8.461811,
Universität Münster,Institution,Q168426,Münster,,Germany,"51.964,7.613",51.964,7.613,
Universitat Pompeu Fabra,Institution,Q24543,Barcelona,,Spain,"41.379166666667,2.1795083333333",41.379166666667,2.1795083333333,
Universität Salzburg,Institution,Q27265,Salzburg,,Austria,"47.797222,13.048056",47.797222,13.048056,
Universität St. Gallen,Institution,Q673354,Berlin,,Germany,"47.431666666667,9.3747222222222",47.431666666667,9.3747222222222,
Universität Tübingen,Institution,Q153978,Tübingen,,Germany,"48.525,9.059",48.525,9.059,
Universität Witten; Herdecke,Institution,Q314305,Cologne,,Germany,"51.45227,7.35729",51.45227,7.35729,
Universität zu Köln,Institution,Q54096,Cologne,,Germany,"50.928055555556,6.9286111111111",50.928055555556,6.9286111111111,
Universität Zürich,Institution,Q206702,Zurich,,Austria,"47.374722,8.548333",47.374722,8.548333,
Universität-Gesamthochschule-Paderborn,Institution,Q679134,Paderborn,,Germany,"51.708055555556,8.7722222222222",51.708055555556,8.7722222222222,
Universität-Gesamthochschule-Siegen,Institution,Q504723,Siegen,,Germany,"50.9064,8.02833",50.9064,8.02833,
"Universitatea de Arhitectură și Urbanism ""Ion Mincu""",Institution,Q976926,Bucharest,Bucuresti,Romania,"44.43652778,26.1",44.43652778,26.1,
Universitățea din București,Institution,Q608338,Bucharest,,Romania,"44.435556,26.101117",44.435556,26.101117,
Université Bordeaux Montaigne,Institution,Q13342,Bordeaux,,France,"44.79529,-0.616361",44.79529,-0.616361,
Université d'Aix-Marseille,Institution,Q2302586,Marseille,,France,"43.293522222222,5.3579166666667",43.293522222222,5.3579166666667,
Université de Bourgogne,Institution,Q287072,Dijon,,France,"47.3125,5.07083",47.3125,5.07083,
Université de Fribourg,Institution,Q36188,Fribourg,,Switzerland,"46.80625,7.1517388888889",46.80625,7.1517388888889,
Université de Genève,Institution,Q503473,Geneva,,Switzerland,"46.19899,6.14446",46.19899,6.14446,
Université de Haute-Bretagne,Institution,Q459026,Rennes,,France,"48.120556,-1.703611",48.120556,-1.703611,
Université de Lausanne,Institution,Q658975,Lausanne,,Switzerland,"46.5225, 6.579444",46.5225, 6.579444,
Université de Liége,Institution,Q1334582,Liege,Liege,Belgium,"50.640833,5.574722",50.640833,5.574722,
Université de Lille 3,Institution,Q1141586,Lille,,France,"50.627778, 3.126389",50.627778, 3.126389,
Université de Louvain,Institution,Q378134,Louvain-la-Neuve,,Belgium,"50.669687,4.615591",50.669687,4.615591,
Université de Lyon 3 – Jean Moulin,Institution,Q4027,Lyon,,France,"45.748031,4.860506",45.748031,4.860506,
Université de Montréal,Institution,Q392189,Montréal,,Canada,"45.50414,-73.61433",45.50414,-73.61433,
Université de Neuchâtel,Institution,Q541548,Neuchatel,,Switzerland,"46.99387,6.93869",46.99387,6.93869,
Université de Ouagadougou,Institution,Q1076606,Ouagaougou,,Burkina Faso,"12.37735,-1.5009",12.37735,-1.5009,
Université de Paris III,Institution,Q571293,Paris,,France,"48.844889,2.396989",48.844889,2.396989,
Université de Paris VIII: Vincennes,Institution,Q1194988,Paris,,France,"48.944722,2.363333",48.944722,2.363333,
Université de Paris X: Nanterre,Institution,Q1394262,Nanterre,,France,"48.90391243962806,2.2134523725173545",48.90391243962806,2.2134523725173545,
Université de Picardie,Institution,Q947747,Amiens,,France,"49.8768,2.2646",49.8768,2.2646,
Université de Poitiers,Institution,Q661056,Poitiers,,France,"46.586111111111,0.34388888888889",46.586111111111,0.34388888888889,
Université de Provence,Institution,Q1687719,Marseille,,France,"43.2935,5.3579",43.2935,5.3579,
Université de Reims-Champagne-Ardenne,Institution,Q2496149,Reims,,France,"49.251928,4.037428",49.251928,4.037428,
Université de Rouen,Institution,Q494247,Rouen,,France,"49.460001,1.067002",49.460001,1.067002,
Université de Strasbourg,Institution,Q157575,Strasbourg,,France,"48.580278,7.764444",48.580278,7.764444,
Université de Tours,Institution,Q494335,Tours,,France,"47.35633,0.70312",47.35633,0.70312,
Université de Versailles Saint-Quentin-en-Yvelines,Institution,Q186638,Versailles,,France,"48.8,2.14",48.8,2.14,
Université de Yaoundé I,Institution,Q3551692,Yaoundé,,Cameroon,"3.85697,11.5013",3.85697,11.5013,
Université des Antilles,Institution,Q16682075,Point-à-Pitre,,Guadeloupe,"16.224333,-61.529278",16.224333,-61.529278,
Université du Québec à Montréal,Institution,Q1634522,Montreal,,Canada,"45.513889,-73.560278",45.513889,-73.560278,
Université Libre de Bruxelles,Institution,Q574606,Brussels,,Belgium,"50.811666666667,4.3811111111111",50.811666666667,4.3811111111111,
Université Lumière Lyon,Institution,Q4041,Lyon,,France,"45.750833, 4.837222",45.750833, 4.837222,
Université Paris 1 Panthéon-Sorbonne,Institution,Q999763,Paris,,France,"48.848333,2.343056",48.848333,2.343056,
Université Paris Cité,Institution,Q55849612,Paris,,France,"48.852951,2.336785",48.852951,2.336785,
Université Paris VII-Denis Diderot,Institution,Q1235608,Paris,,France,"48.829722,2.380833",48.829722,2.380833,
Université Paris-Sorbonne,Institution,Q546118,Paris,,France,"48.848333333333,2.3427777777778",48.848333333333,2.3427777777778,
Université Paul-Valéry,Institution,Q2912244,Montpellier,,France,"43.61542097487422,3.87475897025501",43.61542097487422,3.87475897025501,
Université Pierre Mendès France Grenoble 2,Institution,Q2000147,Grenoble,,France,"45.18972222,5.77111111",45.18972222,5.77111111,
Université Toulouse-Jean Jaurès,Institution,Q1933558,Toulouse,,France,"43.57825,1.4024166666667",43.57825,1.4024166666667,
Universiteit Antwerpen,Institution,Q175241,Antwerp,,Belgium,"51.222778,4.41",51.222778,4.41,
Universiteit Utrecht,Institution,Q221653,Utrecht,,Netherlands,"52.085277777777776,5.175",52.085277777777776,5.175,
Universiteit van Amsterdam,Institution,Q214341,Amsterdam,,Netherlands,"52.368333333333,4.8902777777778",52.368333333333,4.8902777777778,
University College Cork,Institution,Q1574185,Cork,,Ireland,"51.89291, -8.49289",51.89291, -8.49289,
University College Dublin,Institution,Q1068258,Dublin,,Ireland,"53.3076,-6.21981",53.3076,-6.21981,
University College London,Institution,Q193196,London,,United Kingdom,"51.52472222222222,-0.13361111111111112",51.52472222222222,-0.13361111111111112,
University College of Swansea,Institution,Q1420500,Swansea,,United Kingdom,"51.609722222222224,-3.9805555555555556",51.609722222222224,-3.9805555555555556,
University of Aarhus,Institution,Q924265,Aarhus,,Denmark,"56.170556, 10.201111",56.170556, 10.201111,
University of Alabama,Institution,Q492318,Tuscaloosa,AL,USA,"33.210833333333,-87.546111111111",33.210833333333,-87.546111111111,
University of Alabama at Birmingham,Institution,Q1472663,Birmingham,AL,USA,"33.5,-86.8075",33.5,-86.8075,
University of Arizona,Institution,Q503419,Tucson,AZ,USA,"32.231666666667,-110.95194444444",32.231666666667,-110.95194444444,
"University of Arkansas, Fayetteville",Institution,Q1070333,Fayetteville,AR,USA,"36.06861,-94.17611",36.06861,-94.17611,
University of Athens,Institution,Q547867,Athens,,Greece,"37.980857,23.733952",37.980857,23.733952,
University of Auckland,Institution,Q492467,Auckland,,New Zealand,"-36.850197, 174.769494",-36.850197, 174.769494,
University of Baltimore,Institution,Q7895109,Baltimore,MD,USA,"39.305556,-76.616944",39.305556,-76.616944,
University of Bath,Institution,Q1422458,Bath,,United Kingdom,"51.3796,-2.328",51.3796,-2.328,
University of Belgrade,Institution,Q240631,Belgrade,,Serbia,"44.81861111111111,20.4575",44.81861111111111,20.4575,
University of Benin,Institution,Q1816069,Benin City,,Nigeria,"6.3337,5.60015",6.3337,5.60015,
University of Birmingham,Institution,Q223429,Birmingham,Birmingham,United Kingdom,"52.450555555556,-1.9305555555556",52.450555555556,-1.9305555555556,
University of Bristol,Institution,Q459506,Bristol,,United Kingdom,"51.456388888889,-2.6044444444444",51.456388888889,-2.6044444444444,
University of British Columbia,Institution,Q391028,Vancouver,BC,Canada,"49.261111, -123.253056",49.261111, -123.253056,
"University of British Columbia, Vancouver",Institution,Q3551708,Vancouver,BC,Canada,"49.26114,-123.24686",49.26114,-123.24686,
University of Calgary,Institution,Q1067471,Calgary,AB,Canada,"51.0775,-114.13305555556",51.0775,-114.13305555556,
"University of California, Berkeley",Institution,Q168756,Berkeley,CA,USA,"37.87,-122.259",37.87,-122.259,
"University of California, Davis",Institution,Q129421,Davis,CA,USA,"38.54, -121.75",38.54, -121.75,
"University of California, Irvine",Institution,Q868421,Irvine,CA,USA,"33.64535,-117.84264166667",33.64535,-117.84264166667,
"University of California, Los Angeles",Institution,Q174710,Los Angeles,CA,USA,"34.07222222222222,-118.44416666666666",34.07222222222222,-118.44416666666666,
"University of California, Riverside",Institution,Q1075148,Riverside,CA,USA,"33.975556, -117.331111",33.975556, -117.331111,
"University of California, San Diego",Institution,Q622664,San Diego,CA,USA,"32.88111111111111,-117.23805555555556",32.88111111111111,-117.23805555555556,
"University of California, Santa Barbara",Institution,Q263064,Santa Barbara,CA,USA,"34.4163232,-119.8463925",34.4163232,-119.8463925,
"University of California, Santa Cruz",Institution,Q1047293,Santa Cruz,CA,USA,"36.9914, -122.0609",36.9914, -122.0609,
University of Cambridge,Institution,Q35794,Cambridge,,United Kingdom,"52.205355979757925,0.11315726963968827",52.205355979757925,0.11315726963968827,
"University of Canterbury, New Zealand",Institution,Q432475,Christchurch,,New Zealand,"-43.52333333333333,172.58194444444445",-43.52333333333333,172.58194444444445,
University of Chicago,Institution,Q131252,Chicago,IL,USA,"41.789722222222,-87.599722222222",41.789722222222,-87.599722222222,
University of Cincinnati,Institution,Q153265,Cincinnati,OH,USA,"39.132,-84.5155",39.132,-84.5155,
"University of Cincinnati, Raymond Walters College",Institution,Q80465345,Blue Ash,OH,USA,"39.2328362,-84.4002185",39.2328362,-84.4002185,
University of Colorado Boulder,Institution,Q736674,Boulder,CO,USA,"40.006667, -105.267222",40.006667, -105.267222,
University of Colorado Denver,Institution,Q1468161,Denver,CO,USA,"39.743461,-105.003119",39.743461,-105.003119,
University of Connecticut,Institution,Q49206,Mansfield,CT,USA,"41.807222, -72.2525",41.807222, -72.2525,
University of Dallas,Institution,Q3551578,Dallas,TX,USA,"32.8451,-96.9258",32.8451,-96.9258,
University of Delaware,Institution,Q1068072,Newark,DE,USA,"39.679111111111,-75.752166666667",39.679111111111,-75.752166666667,
University of Denver,Institution,Q519427,Denver,CO,USA,"39.678333333333,-104.96222222222",39.678333333333,-104.96222222222,
University of Durham,Institution,Q458393,Durham,,United Kingdom,"54.775,-1.575",54.775,-1.575,
University of East Anglia,Institution,Q1045828,"Norwich, England",,United Kingdom,"52.621666666667,1.2416666666667",52.621666666667,1.2416666666667,
University of Edinburgh,Institution,Q160302,Edinburgh,,United Kingdom,"55.94738888888889,-3.1871944444444447",55.94738888888889,-3.1871944444444447,
"University of Engineering and Technology, Lahore",Institution,Q1961570,Lahore,,Pakistan,"31.578333, 74.360833",31.578333, 74.360833,
University of Essex,Institution,Q1075104,Essex,,United Kingdom,"51.87845,0.94942",51.87845,0.94942,
University of Exeter,Institution,Q1414861,Exeter,,United Kingdom,"50.736111111111114,-3.535",50.736111111111114,-3.535,
University of Florida,Institution,Q501758,Gainesville,FL,USA,"29.64833,-82.34944",29.64833,-82.34944,
University of Glasgow,Institution,Q192775,Glasgow,,United Kingdom,"55.871944444444,-4.2875",55.871944444444,-4.2875,
University of Guelph,Institution,Q795988,Guelph,ON,Canada,"43.533333,-80.223611",43.533333,-80.223611,
University of Hartford,Institution,Q747053,Hartford,CT,USA,"41.8009, -72.714",41.8009, -72.714,
University of Hong Kong,Institution,Q15568,Hong Kong,,China,"22.284166666667,114.13777777778",22.284166666667,114.13777777778,
University of Houston,Institution,Q1472358,Houston,TX,USA,"29.718922,-95.339162",29.718922,-95.339162,
University of Huddersfield,Institution,Q3056815,Huddersfield,,United Kingdom,"53.6432,-1.77837",53.6432,-1.77837,
University of Hull,Institution,Q1474019,HullKingston upon Hull,,United Kingdom,"53.77167,-0.36944",53.77167,-0.36944,
University of Illinois at Chicago,Institution,Q955764,Chicago,IL,USA,"41.871889,-87.64925",41.871889,-87.64925,
University of Illinois at Urbana-Champaign,Institution,Q457281,Urbana and Champaign,IL,USA,"40.110538888889,-88.228411111111",40.110538888889,-88.228411111111,
University of Iowa,Institution,Q182973,Iowa City,IA,USA,"41.66166666666667,-91.5363888888889",41.66166666666667,-91.5363888888889,
University of Kansas,Institution,Q52413,Lawrence,KS,USA,"38.958056, -95.247778",38.958056, -95.247778,
University of Kent,Institution,Q1516684,Canterbury,,United Kingdom,"51.297,1.069",51.297,1.069,
University of Kentucky,Institution,Q1360303,Lexington,KY,USA,"38.0325,-84.5025",38.0325,-84.5025,
University of Lancaster,Institution,Q262854,Lancaster,,United Kingdom,"54.010661,-2.788239",54.010661,-2.788239,
University of Leeds,Institution,Q503424,Leeds,,United Kingdom,"53.807222222222,-1.5516666666667",53.807222222222,-1.5516666666667,
University of Leicester,Institution,Q1333399,Leicester,,United Kingdom,"52.621389,-1.124444",52.621389,-1.124444,
University of Leiden,Institution,Q156598,Leiden,,Netherlands,"52.156944, 4.485278",52.156944, 4.485278,
University of Liverpool,Institution,Q499510,Liverpool,Cheshire,United Kingdom,"53.406,-2.967",53.406,-2.967,
University of London,Institution,Q170027,London,,United Kingdom,"51.521111111111,-0.12888888888889",51.521111111111,-0.12888888888889,
University of Louisville,Institution,Q1317143,Louisville,KY,USA,"38.215019,-85.760222",38.215019,-85.760222,
University of Malta,Institution,Q426045,Iklin,,Malta,"35.9025,14.48333333",35.9025,14.48333333,
University of Manchester,Institution,Q230899,Manchester,,United Kingdom,"53.465555555556,-2.2336111111111",53.465555555556,-2.2336111111111,
University of Maryland Eastern Shore,Institution,Q49089,Princess Anne,MD,USA,"38.207459,-75.686072",38.207459,-75.686072,
"University of Maryland, Baltimore County",Institution,Q735049,Catonsville,MD,USA,"39.2555,-76.711255555556",39.2555,-76.711255555556,
"University of Maryland, College Park",Institution,Q503415,College Park,MD,USA,"38.9875, -76.94",38.9875, -76.94,
University of Massachusetts Amherst,Institution,Q15142,Amherst,MA,USA,"42.388888888889,-72.527777777778",42.388888888889,-72.527777777778,
University of Massachusetts at Lowell,Institution,Q15143,Lowell,MA,USA,"42.65,-71.323",42.65,-71.323,
University of Melbourne,Institution,Q319078,Melbourne,,Australia,"-37.7963,144.9614",-37.7963,144.9614,
University of Memphis,Institution,Q2094177,Memphis,TN,USA,"35.11888888888889,-89.93722222222222",35.11888888888889,-89.93722222222222,
"University of Miami, Coral Gables",Institution,Q738258,Coral Gables,FL,USA,"25.721644,-80.279267",25.721644,-80.279267,
University of Michigan–Ann Arbor,Institution,Q230492,Ann Arbor,MI,USA,"42.276944444444446,-83.73805555555556",42.276944444444446,-83.73805555555556,
University of Michigan–Dearborn,Institution,Q7895782,Dearborn,MI,USA,"42.319722, -83.233111",42.319722, -83.233111,
University of Minnesota,Institution,Q238101,Minneapolis and Saint Paul,MN,USA,"44.975277777778,-93.234166666667",44.975277777778,-93.234166666667,
University of Mississippi,Institution,Q1138384,Oxford,MS,USA,"34.365278,-89.535",34.365278,-89.535,
University of Missouri,Institution,Q579968,Columbia,MO,USA,"38.9453, -92.3288",38.9453, -92.3288,
University of Nebraska,Institution,Q1353679,Lincoln,NE,USA,"40.8175,-96.701388888889",40.8175,-96.701388888889,
"University of New Hampshire, Plymouth State College",Institution,Q7205857,Plymouth,NH,USA,"43.7589,-71.6892",43.7589,-71.6892,
University of New Mexico,Institution,Q1190812,Albuquerque,NM,USA,"35.08389, -106.61861",35.08389, -106.61861,
University of New Orleans,Institution,Q1474157,New Orleans,LA,USA,"30.0275, -90.0671",30.0275, -90.0671,
University of New South Wales,Institution,Q734764,Sydney,,Australia,"-33.916921,151.232514",-33.916921,151.232514,
University of Newcastle,Institution,Q531285,Newcastle,,Australia,"-32.892778,151.704444",-32.892778,151.704444,
University of Newcastle-upon-Tyne,Institution,Q837164,Newcastle upon Tyne,,United Kingdom,"54.978,-1.615",54.978,-1.615,
University of North Carolina at Charlotte,Institution,Q1783178,Charlotte,NC,USA,"35.306389,-80.733333",35.306389,-80.733333,
